단어,발음,주요뜻,메모,암기여부,저장날짜
I'm late for a meeting.,,모임에 늦었어.,,미암기,2012-06-07 14:36:41
Hurry up!,,서둘러!,,미암기,2012-06-07 14:36:41
Where's the fire?,,왜 그렇게 급해?,,미암기,2012-06-07 14:36:41
See! What did I tell you?,,거 보세요! 제가 뭐랬어요?,,미암기,2012-06-07 14:36:41
I'm not touching it!,,손대지 않을래요!,,미암기,2012-06-07 14:36:41
What is this dish called?,,이 음식 이름이 뭡니까?,,미암기,2012-06-07 14:36:41
"Nothing ventured, nothing gained.",,호랑이굴에 들어가야 호랑이를 잡는다.,,미암기,2012-06-07 14:36:41
What are you afraid of? It won't hurt to try.,,뭘 걱정해? 해봐서 해 될 것 없어.,,미암기,2012-06-07 14:36:41
It won't hurt to try.,,해봐서 해 될 것 없어./ 밑져야 본전이야.,,미암기,2012-06-07 14:36:41
Sure thing.,,그러죠.,,미암기,2012-06-07 14:36:41
Why don't you take me next time?,,다음에는 저를 좀 데려가 주세요.,,미암기,2012-06-07 14:36:41
Did you reach the top?,,정상까지 갔습니까?,,미암기,2012-06-07 14:36:41
I Went to Sorak Mountain yesterday.,,저는 어제 설악산에 갔어요.,,미암기,2012-06-07 14:36:41
It was great!,,좋았어요!,,미암기,2012-06-07 14:36:41
How was your weekend?,,주말 어땠습니까?,,미암기,2012-06-07 14:36:41
The view took my breath away.,,경치가 장관이었습니다.,,미암기,2012-06-07 14:36:41
I need some help carrying this package.,,이 소포를 가져가는데 도움이 좀 필요합니다.,,미암기,2012-06-07 14:36:41
Where are you going?,,어디 가십니까?,,미암기,2012-06-07 14:36:41
Catch up!,,[앞서 가는 사람이 뒤쳐진 사람에게] ,,미암기,2012-06-07 14:36:41
Please accompany me.,,함께 가요.,,미암기,2012-06-07 14:36:41
Please come along with me. I need some help with my bag.,,함께 가주세요. 제 가방 좀 들어주세요.,,미암기,2012-06-07 14:36:41
You're walking too fast. Please come along with me.,,너무 빨리 걷는군요. 함께 가요.,,미암기,2012-06-07 14:36:41
You did the right thing.,,옳은 일 했어.,,미암기,2012-06-07 14:36:41
There's an old man getting on the subway.,,연세 많은 노인께서 전철에 오르고 있어.,,미암기,2012-06-07 14:36:41
Don't you think he's tired?,,저분이 피곤하다고 생각되지 않니?,,미암기,2012-06-07 14:36:41
I guess you're right.,,네 말이 맞아.,,미암기,2012-06-07 14:36:41
Why don't you make room for him?,,자리를 양보하는게 어때요?,,미암기,2012-06-07 14:36:41
He made room for a physically handicapped man.,,그는 지체부자유자에게 자리를 양보했다,,미암기,2012-06-07 14:36:41
Like this?,,이렇게요?,,미암기,2012-06-07 14:36:41
Could you take off your shirt?,,셔츠를 벗으세요.,,미암기,2012-06-07 14:36:41
Lie on your side.,,옆으로 누우세요.,,미암기,2012-06-07 14:36:41
Lie on your back.,,드러누우세요.,,미암기,2012-06-07 14:36:41
Lie on your stomach.,,엎드려 누우세요.,,미암기,2012-06-07 14:36:41
If on-ly I met him just on-ce more.,,그 사람을 한 번만 더 만날 수 있다면 좋을텐데,,미암기,2012-06-07 12:24:11
I hate arriving late to important meetings.,,중요한 회의에 늦기 싫어요.,,미암기,2012-06-07 12:22:43
Let me hold it for a moment.,,제가 잠깐 들고 있을께요.,,미암기,2012-06-07 12:22:43
Do you want me to help you move?,,제가 옮기는 거 도와드릴까요?,,미암기,2012-06-07 12:22:43
Why don’t you buy me lunch?,,점심 좀 사 주세요.,,미암기,2012-06-07 12:22:43
I have to attend the annual meeting.,,연례미팅에 들어가봐야 해요.,,미암기,2012-06-07 12:22:43
I’ll let either John or Calvin help you out,,존이든 캐빈이든 당신 좀 도와주라고 할게요.,,미암기,2012-06-07 12:22:43
I get easily distracted.,,제가 원래 금방 산만해져요.,,미암기,2012-06-07 12:22:43
Do you mind if I turn down the air conditioner?,,제가 에어컨 온도 좀 내려도 될까요?,,미암기,2012-06-07 12:22:43
I need to drop by the bank after lunch.,,점심 먹고 은행에 좀 들러야 돼요.,,미암기,2012-06-07 12:22:43
I tend not to worry about potential problems.,,저는 미리 걱정하지는 않는 편이예요.,,미암기,2012-06-07 12:22:43
"If you are a Leo, there is a good chance I’ll go out with you.",,당신이 사자자리라면 저랑 데이트할 확률이 있네요.,,미암기,2012-06-07 12:22:43
It’s better to let him finish it today. Otherwise he won’t be able to meet the deadline.,,그 사람한테 오늘 내로 끝내라고 하세요. 그렇지 않으면 마감을 못 맞출 거예요,,미암기,2012-06-07 12:22:43
My hunch is that things are going well.,,일이 잘 될 거라는 예감이 드네요.,,미암기,2012-06-07 12:22:43
"Feel free to contact me, if you have any further questions.",,더 질문할 게 있으면 언제든지 연락주세요.,,미암기,2012-06-07 12:22:43
I can’t wait to try out new electronic products when I buy them.,,난 전자제품을 사면 얼른 써 보고 싶어요.,,미암기,2012-06-07 12:22:43
I’m so worried about what’s happened today.,,오늘 있었던 일이 너무 걱정돼요.,,미암기,2012-06-07 12:22:43
I’m unlikely to finish this today.,,오늘 다 못할 것 같아요.,,미암기,2012-06-07 12:22:43
I used to like him but now I don’t.,,예전에는 그 사람 좋아했었는데 지금은 아니예요. [,,미암기,2012-06-07 12:22:43
I’m not sure if the store is still open.,,여태 가게가 문을 열었을지 모르겠네요.,,미암기,2012-06-07 12:22:43
I’ve been working on this for 3 days.,,지금 3일째 작업하는 중이예요.,,미암기,2012-06-07 12:22:43
I’m not quite sure what you are getting at here.,,이 부분에서 무슨 말을 하려는 건지 잘 모르겠어요.,,미암기,2012-06-07 12:22:43
I am thinking of studying abroad.,,유학 갈까 생각 중이에요.,,미암기,2012-06-07 12:22:43
I happened to bump into on-e of our coworkers at the movie theater.,,극장에서 우연히 회사사람들을 만났어요.,,미암기,2012-06-07 12:22:43
It keeps raining these days.,,요즘 계속 비가 오네요.,,미암기,2012-06-07 12:22:43
How come it took you so long?,,왜 그렇게 오래 걸렸죠?,,미암기,2012-06-07 12:22:43
There is no point arguing with these people.,,이 사람들과 왈가왈부 해봤자 소용없어요.,,미암기,2012-06-07 12:22:43
It’s more likely that this issue will affect us later on.,,이 점이 나중에도 계속 문제가 될 것 같은데요.,,미암기,2012-06-07 12:22:43
Isn’t the door supposed to be locked?,,이 문 원래 잠겨 있어야 하는거 아닌가요?,,미암기,2012-06-07 12:22:43
The strange weather these days has something to do with global warming.,,요즘의 이상한 날씨는 지구온난화와 관련이 있어요.,,미암기,2012-06-07 12:22:43
Now that explains why the payment was stopped.,,그래서 급여가 안 들어왔군요.,,미암기,2012-06-07 12:22:43
I don’t feel like making dinner.,,저녁 하기 싫네요.,,미암기,2012-06-07 12:22:43
"Our company pays little to full-time workers, not to mention temps.",,임시직은 말할 것도 없고 정규직도 많이 못 받아요.,,미암기,2012-06-07 12:22:43
I heard you will quit your job.,,일 그만 두신다면서요?,,미암기,2012-06-07 12:22:43
Is that what it looks like?,,모양이 원래 이래요?,,미암기,2012-06-07 12:22:43
This is the on-ly thing that remains.,,이것밖에 안 남았어요.,,미암기,2012-06-07 12:22:43
I didn’t even eat my lunch let alone dinner.,,저녁은 커녕 점심도 못 먹었어요.,,미암기,2012-06-07 12:22:43
I got my purse stolen while I was out.,,잠깐 나갔다 온 사이에 지갑이 없어졌어요.,,미암기,2012-06-07 12:22:43
"Once you get the knack of it, it isn’t difficult.",,일단 요령을 알면 쉬워요.,,미암기,2012-06-07 12:22:43
"Now I come to think of it, I don’t remember seeing John at the meeting.",,이제 와서 생각해 보니 회의에 존이 안 왔던 것 같아.,,미암기,2012-06-07 12:22:43
I didn’t realize it was so late.,,시간이 이렇게 많이 됐는지 몰랐어요.,,미암기,2012-06-07 12:22:43
When do you expect to hear back from the design office?,,디자인 회사에서 언제쯤 연락 주기로 했나요?,,미암기,2012-06-07 12:22:43
You speak as if you were not involved at all.,,마치 전혀 상관 없는 듯 말하시네요.,,미암기,2012-06-07 12:22:43
He turned out to be a genius!,,그 사람 알고 보니 천재예요!,,미암기,2012-06-07 12:22:43
I hope you’ll come to visit me at my new place.,,새로 이사한 곳에 한 번 들러 주셨으면 좋겠네요.,,미암기,2012-06-07 12:22:43
"Such being the case, I can’t help but support him.",,상황이 이래서 그 사람을 밀어주는 수밖에 없어요.,,미암기,2012-06-07 12:22:43
How come our office is so messy?,,어째서 사무실이 이렇게 엉망이죠?,,미암기,2012-06-07 12:22:43
"Speaking of his merits, I think he is very intelligent.",,그 사람 장점에 대해 얘기하자면 지적이라는 거예요.,,미암기,2012-06-07 12:22:43
"No matter how hard I try, I can’t see any signs of improvement?",,아무리 열심히 해도 나아질 기미가 안 보여요.,,미암기,2012-06-07 12:22:43
What do you think of the new boss?,,새로 온 상사 어때요?,,미암기,2012-06-07 12:22:43
"If that’s the case, why don’t you just ask him?",,"그런 사정이라면, 그냥 직접 물어보세요.",,미암기,2012-06-07 12:22:43
Can I get you some plastic bags?,,비닐봉지 같은 거라도 좀 가져다 드릴까요?,,미암기,2012-06-07 12:22:43
Just stop whining. Everyone goes through hard times.,,불평 좀 그만해요. 다들 힘든 시간을 보내고 있어요.,,미암기,2012-06-07 12:22:43
I’d rather not mention the matter until I’ve talked to my lawyer about it.,,내 변호사와 이야기 하기 전까지는 그 문제를 언급하지 않겠다.,,미암기,2012-06-07 12:22:43
How is your report going?,,보고서가 어떻게 되가요?,,미암기,2012-06-07 12:22:43
The water is not hot enough to make coffee.,,커피를 탈 만큼 물이 뜨겁지가 않아요.,,미암기,2012-06-07 12:22:43
It’s been raining on and off.,,비가 오다 말다 하네요.,,미암기,2012-06-07 12:22:43
I didn’t mean to cause you any inconvenience.,,불편을 끼쳐드리려던 것은 아닙니다.,,미암기,2012-06-07 12:22:43
I mark the reports in red so that you can check them easily.,,보기 쉽게 보고서에 빨간색으로 표시해놨어요.,,미암기,2012-06-07 12:22:43
"Please, be sure to double-check the report before you print it out.",,반드시 보고서를 프린트하기 전에 한 번 더 확인하세요.,,미암기,2012-06-07 12:22:43
Did you make sure you locked the door?,,문이 잠겼는지 확인했어요?,,미암기,2012-06-07 12:22:43
"If you had come a bit earlier, you could have a free coupon.",,좀 더 일찍 왔으면 공짜 쿠폰을 받을 수 있었는데요.,,미암기,2012-06-07 12:22:43
"I was afraid I wouldn’t get here on time, so I took a taxi.",,제 시간에 못 올 까봐 택시를 탔어요.,,미암기,2012-06-07 12:22:43
I almost fell down the stairs.,,계단에서 넘어질 뻔 했어요.,,미암기,2012-06-07 12:22:43
I need to see if it really works.,,그 방법이 정말 통할 지 알아봐야겠어요.,,미암기,2012-06-07 12:22:43
I bet you will be a millionaire!,,내가 장담하는데 넌 부자 될 거야.,,미암기,2012-06-07 12:22:43
In case you haven’t heard about it.,,혹시 못 들었을 까봐 말씀 드리는 건데요.,,미암기,2012-06-07 12:22:43
I can’t afford a bigger place.,,더 넓은 곳으로 이사 갈 형편이 안돼요.,,미암기,2012-06-07 12:22:43
The movie is worth seeing.,,그 영화 볼만해요.,,미암기,2012-06-07 12:22:43
I was told to wait on the 1st floor.,,1층에서 기다리래요.,,미암기,2012-06-07 12:22:43
"Far from finishing the book, I haven’t even started it yet.",,그 책을 다 읽기는 커녕 시작도 못했어요.,,미암기,2012-06-07 12:22:43
What are you doing today instead of working?,,일 말고 오늘 뭐해요?,,미암기,2012-06-07 12:22:43
It’s the same weather he comes in person or talks to me on the phone.,,그 사람이 직접 오든 전화로 하든 마찬가지예요.,,미암기,2012-06-07 12:22:43
Just tell him the truth even if it offends him.,,설사 그 사람 기분이 상하더라도 그냥 사실대로 말하세요.,,미암기,2012-06-07 12:22:43
"Contact him now, whatever it takes.",,무슨 수를 써서라도 그 사람과 지금 연락해보세요.,,미암기,2012-06-07 12:22:43
I don’t think it’s too much to ask.,,무리한 부탁은 아니라고 생각해요.,,미암기,2012-06-07 12:22:43
What if she doesn’t email me back?,,만약 그녀가 이메일에 답장을 안하면 어쩌죠?,,미암기,2012-06-07 12:22:43
"While you are at it, please print my copy of the itinerary.",,하는 김에 내 여행스케줄도 하나 복사해주라.,,미암기,2012-06-07 12:22:43
"On second thought, my boss isn’t so bad.",,다시 생각해보면 우리 상사가 그렇게 나쁘진 않아.,,미암기,2012-06-07 12:22:43
If I were you I would never skip meals.,,내가 당신이라면 식사를 거르지 않겠어요.,,미암기,2012-06-07 12:22:43
Our working conditions are much better compared to in the past.,,예전에 비해서 업무환경이 많이 좋아졌다.,,미암기,2012-06-07 12:22:43
Chances are I’ll take the job.,,제가 그 일을 맡을 확률이 있어요.,,미암기,2012-06-07 12:22:43
He knows how to use his money.,,그는 돈을 쓸 줄 알아요.,,미암기,2012-06-07 12:22:43
I feel bad that she got hurt.,,그녀가 기분이 상한 게 맘에 걸리네요.,,미암기,2012-06-07 12:22:43
It’s totally up to you.,,그건 전적으로 당신에게 달렸어요,,미암기,2012-06-07 12:22:43
I guess that the job vacancy has already been filled.,,그 일자리는 벌써 찼을 것 같은데요.,,미암기,2012-06-07 12:22:43
You can’t provide good service without knowledge of your clients.,,고객을 모르고서는 좋은 서비스가 있을 수 없어요.,,미암기,2012-06-07 12:22:43
We had many guests considering it rained the entire day.,,하루종일 비가 온 걸 감안하면 그래도 많이 모인 거예요,,미암기,2012-06-07 12:22:43
Suppose you were in my place.,,입장 바꿔 생각해 보세요.,,미암기,2012-06-07 12:22:43
I end up with putting on weight back in a month.,,한달만에 결국 다시 살이 찌고 말았어요.,,미암기,2012-06-07 12:22:43
"When it comes to that matter, that’s about  nothing but the money.",,"그 문제에 관해 말하자면, 바로 다름아닌 돈이죠.",,미암기,2012-06-07 12:22:43
She started to get upset with me.,,그녀가 나에게 화를 내기 시작하는 거예요,,미암기,2012-06-07 12:22:43
There must be some other way that works better.,,틀림 없이 더 나은 길이 있을 거예요.,,미암기,2012-06-07 12:22:43
Do you possibly know where I can find this style of clothes?,,혹시 이런 스타일 옷 파는데 아세요?,,미암기,2012-06-07 12:22:43
We’ll never know if he can do it unless we let him try.,,시켜보지 않고는 그가 할 수 있을지 어떨지 모르죠.,,미암기,2012-06-07 12:22:43
He never fails to tell me when I ‘ve made a mistake.,,그는 내가 실수하면 그냥 지나가는 법이 없다.,,미암기,2012-06-07 12:22:43
I’d rather eat my lunch alone than eat with him.,,그 사람과 점심을 먹느니 차라리 혼자 먹겠어요,,미암기,2012-06-07 12:22:43
My former job was better on-ly in terms of money.,,돈으로만 따지자면 전 직장이 나았어요.,,미암기,2012-06-07 12:22:43
I was not informed that the meeting had been canceled.,,회의가 취소됐다는 얘기 못 들었어요,,미암기,2012-06-07 12:22:43
I was about to talk about that issue.,,지금 막 그 문제를 얘기하려던 참이었어요,,미암기,2012-06-07 12:22:43
