단어,발음,주요뜻,메모,암기여부,저장날짜
ceremonial,sèrəmóuniəl,의식|형식적인|기념식|식전|정식의,"1)【혼돈어휘】	ceremonial	의식의	ceremonious	격식을 차리는												

",미암기,2010-11-11 09:40:45
cession,séʃən,양도|양여|할양,"1)【혼돈어휘】	cession	[재산 등의] 양도	session	[의회 등의] 개회, 회기	cessation	정지										

",미암기,2010-11-11 09:40:45
charlatan,ʃάːrlətn,허풍선이|협잡꾼|돌팔이 의사,"1)【혼돈어휘】	charlatan	돌팔이 의사; 허풍선이	nonchalant	[nɑ̀nʃəlɑ́ːnt] 무관심한, 냉담한												

",미암기,2010-11-11 09:40:45
chart,ʧaːrt,차트|표|순위|기록|수로도,"1)【혼돈어휘】	chart  	해도, 도표, 그래프; [환자용] 병력 	charter  	면허장; 특권; 전세계약												

",미암기,2010-11-11 09:40:45
chaste,ʧeist,정숙한|순결한|고상한,"1)【혼돈어휘】	chaste 	[육체적으로]순결한, 정숙한	chastise 	혼내다, 벌하다												

",미암기,2010-11-11 09:40:45
childish,ʧáildiʃ,유치한|어린아이의,"1)【혼돈어휘】	childish	유치한	childlike	어린애 같은												

",미암기,2010-11-11 09:40:45
choral,kɔ́ːrəl,합창의|합창으로 부르는,"1)【혼돈어휘】	choral	합창의	coral	산호로 만든												

",미암기,2010-11-11 09:40:45
chord,kɔːrd,코드|화음|감정|조화시키다,"1)【혼돈어휘】	chord	[악기의] 줄	cord	끈												

",미암기,2010-11-11 09:40:45
chronic,krάnik,만성의|고질의|장기적|심각한 |자주,"1)【혼돈어휘】	chronic	[병이] 고질적인, 만성적인	chronicle 	연대기, 일대기, 역사책	choleric	화를 잘 내는										

",미암기,2010-11-11 09:40:45
cite,sait,예로 들다|말하다|소환하다,"1)【혼돈어휘】	cite	인용하다, 예로 들다	site	[sait] 부지, 유적, 장소, 웹사이트												

",미암기,2010-11-11 09:40:45
civic,sívik,시민의|민간|도시의|시빅,"1)【혼돈어휘】	civic	시의, 시민의	civil	일반 시민의, 민간인의	citizen	[시민권을 가진] 시민										

",미암기,2010-11-11 09:40:45
clap,klæp,박수|손뼉치다|쿵하는 소리|갈채|성병,"1)【혼돈어휘】	clap	손뼉[을 치다]	clasp	걸쇠, 고정시키다												

",미암기,2010-11-11 09:40:45
classic,klǽsik,고전의|클래식|전형적인|전통적인|대표적인,"1)【혼돈어휘】	classic	일류의	classical	고전의												

",미암기,2010-11-11 09:40:45
climatic,"klaimǽtik, -ikəl",기후의|기후에 의한,"1)【혼돈어휘】	climatic	기후의	climactic	절정의												

",미암기,2010-11-11 09:40:45
clinch,klinʧ,매듭짓다|클린치하다|클린치,"1)【혼돈어휘】	clinch	구부려 고정시키다	clunch	경화 점토	clench	[이를] 악물다										

",미암기,2010-11-11 09:40:45
cloth,klɔːθ,천|직물|옷감|걸레|식탁보,"1)【혼돈어휘】	cloth	천	clothes	옷	clothing	의류[격식을 차린 단어], 특수복										

",미암기,2010-11-11 09:40:45
coerce,kouə́ːrs,강요하다|강요하여 시키다|억압하다,"1)【혼돈어휘】	coerce	강제하다, 억압하다	coalesce	하나로 합치다	coarse	거친, 조잡한, 천한	course	경로, 과정, 코스								

",미암기,2010-11-11 09:40:45
cognitive,kάgnitiv,인식의|인지의|인식력 있는,"1)【혼돈어휘】	cognitive	인식의,  지적 작용의	cognizant	인식하고 있는, 알고 있는												

",미암기,2010-11-11 09:40:45
collision,kəlíʒən,충돌|폭발|전면전,"1)【혼돈어휘】	collision	충돌	collusion	공모												

",미암기,2010-11-11 09:40:45
command,kəmǽnd,명령하다|지휘하다|사령부|명령을 내리다|지시하다,"1)【혼돈어휘】	command	명령하다	commend	칭찬하다												

",미암기,2010-11-11 09:40:45
commission,kəmíʃən,위원회|수수료|의뢰|권한|사관,"1)【혼돈어휘】	commission 	위임; 수수료; 위원회	commissary 	물자 배급소, 매점												

",미암기,2010-11-11 09:40:45
commodity,kəmάdəti,상품|원자재|생필품,"1)【혼돈어휘】	commodity	상품; [pl.]일용품, 필수품	commodious 	[집,방이] 넓고 편리한												

",미암기,2010-11-11 09:40:45
common,kάmən,흔한|공통의|일반적인|공동의|흔히 볼 수 있는,"1)【혼돈어휘】	common	공동의; 일반적인	commune	친하게 사귀다												

",미암기,2010-11-11 09:40:45
comparable,kάmpərəbl,비교할 만한|…에 비해|…와 비슷한|…에 해당하는,"1)【혼돈어휘】	comparable	비교할 만한, ~에 필적하는	comparative	비교의, 비교적인												

",미암기,2010-11-11 09:40:45
compassion,kəmpǽʃən,동정|연민|측은하게 여기는 마음,"1)【혼돈어휘】	compassion	동정, 연민	compass 	나침반; 둘러싸다 												

",미암기,2010-11-11 09:40:45
complacent,kəmpléisnt,안주|자기만족|느긋한|무관심한,"1)【혼돈어휘】	complacent	자기 만족의	complaisant	고분고분한												

",미암기,2010-11-11 09:40:45
complement,kάmpləmənt｜kɔ́m-,보완하다|전량,"1)【혼돈어휘】	complement	보완하다; 보충물	compliment	칭찬하다; 찬사												

",미암기,2010-11-11 09:40:45
complexity,kəmpléksəti,복잡함|난이도,"1)【혼돈어휘】	complexity	복잡, 착잡, 복잡한 것	complexion 	피부색, 안색; 외관	complicity	공범; 공모; 연루										

",미암기,2010-11-11 09:40:45
component,kəmpóunənt,구성 요소|성분|컴포넌트 |부품|부분,"1)【혼돈어휘】	component	[기계 등의] 구성 요소, 성분 	compound	혼합의, 합성의; 혼합물												

",미암기,2010-11-11 09:40:45
comport,kəmpɔ́ːrt,행동하다|처신하다|어울리다,"1)【혼돈어휘】	comport	처신하다, 거동하다	comfort 	위로하다, 편하게 하다												

",미암기,2010-11-11 09:40:45
compound,kάmpaund｜kɔ́m-,화합물|복합의|합성물|혼합물|복잡하다,"1)【혼돈어휘】	compound	합성의; 혼합물	confound 	혼동하다, 혼란시키다												

",미암기,2010-11-11 09:40:45
comprehensible,kὰmprihénsəbl,이해할 수 있는|알기 쉬운|알 수 있는,"1)【혼돈어휘】	comprehensible	이해할 수 있는	comprehensive	포괄적인												

",미암기,2010-11-11 09:40:45
concede,kənsíːd,인정하다|허용하다|굴복하다,"1)【혼돈어휘】	concede	인정하다	conceit	자만심												

",미암기,2010-11-11 09:40:45
concept,kάnsept,개념|콘셉트|생각|정신|의미,"1)【혼돈어휘】	concept 	개념, 구상, 발상	conception 	임신; 구상, 착상 	conceit	자부심, 자만심										

",미암기,2010-11-11 09:40:45
concerned,kənsə́ːrnd,우려하는|관련된|신경쓰는|관심을 가진,"1)【혼돈어휘】	concerned 	걱정하는, 관계하는	concerning 	[prep] ~에 관하여												

",미암기,2010-11-11 09:40:45
condemn,kəndém,비난하다|규탄하다|유죄 판결을 내리다|미워하다,"1)【혼돈어휘】	condemn	비난하다	contemn	경멸하다												

",미암기,2010-11-11 09:40:45
conducive,kəndjúːsiv,도움이 되는|공헌하는|이바지하는,"1)【혼돈어휘】	conducive	도움이 되는	conductive	[열 등을] 전도할 수 있는												

",미암기,2010-11-11 09:40:45
conferment,kənfə́ːrmənt,수여|서훈,"1)【혼돈어휘】	conferment 	[학위 등의] 수여, 서훈	conference	 협의, 회의												

",미암기,2010-11-11 09:40:45
confidant,kάnfədӕnt,절친한 친구|친구|믿을 만한 사람,"1)【혼돈어휘】	confidant	막연한 친구	confident	확신하는, 자신만만한	confidential	기밀의, 심복의										

",미암기,2010-11-11 09:40:45
confused,kənfjúːzd,혼란한|헛갈리는|당황한|어리둥절한|착각한,"1)【혼돈어휘】	confused	당황한 	confusing	혼란시키는 												

",미암기,2010-11-11 09:40:45
congenial,kəndʒíːnjəl,같은 성질인|성미와 맞는|기분 좋은,"1)【혼돈어휘】	congenial	서로 마음이 맞는	congenital	[병이] 선천적인												

",미암기,2010-11-11 09:40:45
conscious,kάnʃəs,의식한|친화적|생각|인식|알고 있는,"1)【혼돈어휘】	conscious	의식하는	conscientious	양심적인												

",미암기,2010-11-11 09:40:45
conservative,kənsə́ːrvətiv,보수주의자|보수적인|보존|우파|수수한,"1)【혼돈어휘】	conservative	보수적인, 보수주의자	conservatory 	온실; 음악학교												

",미암기,2010-11-11 09:40:06
considerate,kənsídərət,배려하는|이해심이 있는|마음씨 좋은|관심을 가지다,"1)【혼돈어휘】	considerate	사려깊은	considerable	상당한												

",미암기,2010-11-11 09:40:06
console,kənsóul,콘솔|위로하다,"1)【혼돈어휘】	console	위로하다	condole	애도하다	condone	용서하다										

",미암기,2010-11-11 09:40:06
constituent,kənstíʧuənt,구성하는|구성 요소|성분,"1)【혼돈어휘】	constituent	구성요소; 선거구민	constitution	구조; 헌법; 체질												

",미암기,2010-11-11 09:40:06
consul,kάnsəl,영사|집정|집정관,"1)【혼돈어휘】	consul	영사	council	회의	counsel	조언하다	consult	조언을 구하다, 협의하다								

",미암기,2010-11-11 09:40:06
contagious,kəntéidʒəs,전염성의|파급|감염병,"1)【혼돈어휘】	contagious	[병 등이] 전염의	contiguous	인접한												

",미암기,2010-11-11 09:40:06
content,kάntent,콘텐츠|내용|함유량|만족하는|목차,"1)【혼돈어휘】	content	만족하여; 만족	contents	내용물, [서적의] 내용	contend	싸우다, 논쟁하다	consent	승낙[하다]								

",미암기,2010-11-11 09:40:06
contention,kənténʃən,논쟁|말다툼|주장,"1)【혼돈어휘】	contention	다툼, 논쟁점	contentment	만족												

",미암기,2010-11-11 09:40:06
continence,kάntənəns,자제|극기|절제,"1)【혼돈어휘】	continence 	자제, 절제; 금욕	continental 	대륙의, 대륙성의												

",미암기,2010-11-11 09:40:06
continual,kəntínjuəl,계속적인|끊임없는|빈번한,"1)【혼돈어휘】	continual	[안좋은 일이] 계속 일어나는	continuous 	중단없이 계속되는												

",미암기,2010-11-11 09:40:06
contravene,kὰntrəvíːn,위반하다|반대하다|위반 행위를 하다,"1)【혼돈어휘】	contravene	[법을] 위반하다, 어기다	convene	소환하다, 소집하다												

",미암기,2010-11-11 09:40:06
converge,kənvə́ːrdʒ,집중하다|…을 한 점에 모으다|모이다,"1)【혼돈어휘】	converge	[한 점에]모이다, 집중하다	diverge 	분기하다, [의견 등이] 갈라지다												

",미암기,2010-11-11 09:40:06
convert,kənvə́ːrt,전환하다|바꾸다|개조하다|개종하다|득점하다,"1)【혼돈어휘】	convert	바꾸다	covert	감추어진	culvert	지하수로										

",미암기,2010-11-11 09:40:06
convey,kənvéi,전달하다|전하다|나타내다|의미하다,"1)【혼돈어휘】	convey	운반하다	convoy	[군함 등이] 호위하다												

",미암기,2010-11-11 09:40:06
cook,kuk,요리사|요리하다|만들다|쿡|조리된,"1)【혼돈어휘】	cook	요리사	cooker	주방도구												

",미암기,2010-11-11 09:40:06
cooperate,kouάpərèit,협력하다|협조하다|협동하다,"1)【혼돈어휘】	cooperate	협력하다	corporate	법인의, 공동의												

",미암기,2010-11-11 09:40:06
corps,kɔːr,단체|부대,"1)【혼돈어휘】	corps	[특별한 의무 등을 맡은] 단체	corpse	시체	crop 농작물, 수확물											

",미암기,2010-11-11 09:40:06
corpse,kɔːrps,시체|송장|효력을 잃은 것,"1)【혼돈어휘】	corpse	시체, 송장	corpus 	신체, 시체; 특히 논문등의 집성	corps 	[kɔ́ːr] 군단, 육군의 특수병과										

",미암기,2010-11-11 09:40:06
correspondent,kɔ̀ːrəspάndənt,특파원|기자|일치하는,"1)【혼돈어휘】	correspondent	통신원	corespondent	[이혼 소송의] 공동 피고인												

",미암기,2010-11-11 09:40:06
corroborate,kərάbərèit,확증하다|확실하게 하다|확실히하다,"1)【혼돈어휘】	corroborate	[증거 등으로] 보강하다; 확증하다 	collaborate 	공동으로 일하다, 합작하다												

",미암기,2010-11-11 09:40:06
country,kΛntri,나라|국가|지역|조국|분야,"1)【혼돈어휘】	country 	지리적 개념의 국가	nation 	정치적 개념의 국가	state	정치조직 개념의 국가, 주										

",미암기,2010-11-11 09:40:06
cozy,kóuzi,아늑한,"1)【혼돈어휘】	cozy	아늑한, 안락한, 편안한	coy 	수줍어하는												

",미암기,2010-11-11 09:40:06
crack,kræk,균열|크랙|금 가다|시작하다|갈라지다,"1)【혼돈어휘】	crack	깨지다,부서지다	clack 	&lt;의성어&gt; 딸깍하는 소리	crackle 	&lt;의성어&gt; 탁탁 [타는] 소리를 내다	clang 	&lt;의성어&gt; 뗑그랭[철커덩]하고 울리다	crank 	L자형 손잡이; 변덕; 괴짜						

",미암기,2010-11-11 09:40:06
cramp,kræmp,경련|쥐|…에 경련을 일으키다,"1)【혼돈어휘】	cramp	꺾쇠, 속박; 경련	clump	[흙] 덩어리; 집단	crump 	우지끈 하는 소리	crumb	작은 조각, 빵 부스러기								

",미암기,2010-11-11 09:40:06
crash,kræʃ,충돌하다|추락하다|붕괴하다|폭락|무너짐,"1)【혼돈어휘】	crash	부서지다; 실패하다; 추락하다, 충돌하다	clash 	종이 울리다,큰소리를 내며 충돌하다												

",미암기,2010-11-11 09:40:06
crave,kreiv,갈망하다|열망하다|간청하다|갈구하다,"1)【혼돈어휘】	crave	간청하다; 갈망하다	crab 	게, 크랩	craven 	겁 많은, 비겁한										

",미암기,2010-11-11 09:40:06
credible,krédəbl,신용할 수 있는|확실한|믿을 수 있는,"1)【혼돈어휘】	credible	믿을 만한	credulous	쉽게 믿는	creditable	칭찬할 만한										

",미암기,2010-11-11 09:40:06
critical,krítikəl,비판적인|중요한|결정적인|비평|위험한,"1)【혼돈어휘】	critical	결정적인, 중대한	critic 	비평가, 혹평가; 비판하는												

",미암기,2010-11-11 09:40:06
crutch,krʌʧ,목발|버팀목|…을 버티다,"1)【혼돈어휘】	crutch	목발; 버팀목	clutch 	[꽉] 붙잡음; 클러치; 위기												

",미암기,2010-11-11 09:40:06
curio,kjúəriòu,골동품|진품|미술품,"1)【혼돈어휘】	curio 	골동품, 진품	curator 	[박물관, 미술관의] 관장												

",미암기,2010-11-11 09:40:06
current,kə́ːrənt,현재의|전류|현행의|지금의|해류,"1)【혼돈어휘】	current	현재의; 흐름	currant	건포도												

",미암기,2010-11-11 09:40:06
custom,kΛstəm,세관|관습|풍습|맞춤의|문화,"1)【혼돈어휘】	custom 	사회적 관습이나 관행, 풍습	habit	주로 개인적인 버릇이나 습관												

",미암기,2010-11-11 09:40:06
daily,déili,일상적인|매일의|데일리|날마다,"1)【혼돈어휘】	daily	매일의	dairy	착유장, 낙농업	diary	일기										

",미암기,2010-11-11 09:40:06
dearth,dəːrθ,부족|결핍|기근,"1)【혼돈어휘】	dearth	부족	death	죽음												

",미암기,2010-11-11 09:40:06
decadent,dékədənt,퇴폐적인|퇴폐적인 사람|쇠퇴기의,"1)【혼돈어휘】	decadent	타락하는	decade	10년간												

",미암기,2010-11-11 09:40:06
